sampleID,sampleName,Strains,organism_reported_names,phyloT_order,GTDB_phylum,GTDB_class,GTDB_order,GTDB_family,GTDB_genus,GTDB_species,NCBI_phylum,NCBI_class,NCBI_order,NCBI_family,NCBI_genus,NCBI_species,organism_broadClass,organism_broadClass2,organism_broadClass3,organism_genomes_combined_WGS_PGS,isolate_from,geographic_location,sampleID_new,reported_Temp,reported_Salinity,reported_pH,reported_oxy_micromolar,reported_ammonium,reported_ionicStrength,reported_AOR_umol_NO2_l_d,reported_growthPhase_growthRate,experiment_setup,Broad Filtration Class,Lipid Extractions,Filter pore size,sum_reported_fractions,reported_1302,reported_1300,reported_1298,reported_1296,reported_1292,reported_1292_iso,reported_1294,reported_1290,reported_1288,reported_1286,reported_1292_iso2,reported_1294_iso,reported_1290_iso,reported_1288_iso,reported_1286_iso,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BITindex,dataType_level0,dataType_level1,Source,short_remark,full_remark,duplicate_Datasets,incomplete_GDGT_fractions,BIT_QC_above05,gdgt0Cren_QC_above07,MI_QC_above05,QC_Indices_check,detectionLimit_check,Source2,firstAuthor_firstName,DOI,Taxonomy data update,TEX86,ringIndex,scaledRI,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI
RR00143,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH0.9_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_143,58,,0.9,,,,,growthlog_growth_rate,culture-pH,IPL-GDGTs,,,100.0,34.39,10.93,36.24,7.22,1.91,,9.12,0.16,0.02,0.01,,,,,,0.3792038813540633,0.12052045429485059,0.399603043334436,0.07961186459367074,0.02106075642297938,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7990439419010849,1.2428051604366523,0.3107012901091631,5.0193905817174524,0.9660746003552398,0.3792038813540633,3.0944606187510613,1.851655458314409
RR00144,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH1.1_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_144,58,,1.1,,,,,growthlog_growth_rate,culture-pH,IPL-GDGTs,,,100.00000000000001,22.72,13.31,35.99,11.09,4.31,,12.02,0.49,0.06,0.01,,,,,,0.25989476092427355,0.1522534889041409,0.4116906886296042,0.12685884237016698,0.04930221917181422,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7795992714025503,1.553420269961107,0.38835506749027676,3.24526600541028,0.9333848531684699,0.25989476092427355,3.0075216406050416,1.4541013706439345
RR00145,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.7_Lag,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_145,58,,0.7,,,,,lag_growth_rate,culture-growth-rate,Total GDGTs,,,100.02000000000001,8.18,4.69,24.48,12.68,9.55,,39.39,0.93,0.11,0.01,,,,,,0.13729439409197716,0.07871769050016784,0.4108761329305136,0.21282309499832158,0.1602886874790198,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8879330943847072,2.180093991272239,0.5450234978180597,1.9305993690851737,0.8142023346303502,0.13729439409197716,3.5238631152677318,1.343769123995493
RR00146,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.7_earlyLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_146,58,,0.7,,,,,earlylog_growth_rate,culture-growth-rate,Total GDGTs,,,100.00000000000001,42.25,7.34,25.09,8.01,3.25,,13.75,0.27,0.03,0.01,,,,,,0.49162206190365365,0.08540842448219686,0.29194787060740046,0.09320456132185244,0.037817081684896434,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8184965380811078,1.1001861764021408,0.2750465441005352,3.132334581772784,0.9256122682536049,0.49162206190365365,3.1839471207420647,2.083760944339924
RR00147,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_147,58,,0.7,,,,,growthlog_growth_rate,culture-growth-rate,Total GDGTs,,,100.0,28.49,8.57,27.83,9.73,6.0,,18.64,0.63,0.1,0.01,,,,,,0.3533862565120317,0.1063011659637807,0.34519970230711977,0.1206896551724138,0.07442322004465393,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8142206806850206,1.4564624162738773,0.3641156040684693,2.8602261048304207,0.8849031267983886,0.3533862565120317,3.164061727831726,1.7075993115578485
RR00148,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.7_lateLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_148,58,,0.7,,,,,latelog_growth_rate,culture-growth-rate,Total GDGTs,,,100.01000000000002,32.54,10.63,33.09,8.8,3.01,,11.64,0.26,0.03,0.01,,,,,,0.3694788236629953,0.12069944362438968,0.3757238560236176,0.09992051776995571,0.03417735891904167,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7976009139375476,1.3086181446576586,0.32715453616441464,3.7602272727272728,0.9457950657302359,0.3694788236629953,3.0879224597426056,1.779304315084947
RR00149,Feyhl-Buska2016_Picrophilus torridus_culture-C-GDGT_T58_pH0.7_growthDeath,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_149,58,,0.7,,,,,growthdeath_growth_rate,culture-growth-rate,Total GDGTs,,,100.00999999999999,9.25,8.76,34.66,15.75,7.2,,23.84,0.49,0.05,0.01,,,,,,0.12232213700079346,0.11584236974345412,0.45834435334567575,0.2082782332716213,0.09521290663845546,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8519520027040729,2.0382174028034914,0.5095543507008728,2.2006349206349203,0.8915172517703781,0.12232213700079346,3.3437267114239795,1.305509308620488
RR00150,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH0.7_Lag,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_150,58,,0.7,,,,,lag_growth_rate,culture-growth-rate,IPL-GDGTs,,,99.99000000000001,7.64,5.9,30.32,12.84,7.75,,34.73,0.74,0.06,0.01,,,,,,0.11854150504266872,0.09154383242823895,0.4704422032583398,0.19922420480993017,0.12024825446082234,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8797390949857317,2.1110938712179985,0.5277734678044996,2.3613707165109035,0.8635803555712023,0.11854150504266872,3.4820846026787495,1.370990731460751
RR00151,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH0.7_earlyLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_151,58,,0.7,,,,,earlylog_growth_rate,culture-growth-rate,IPL-GDGTs,,,100.0,30.93,10.72,36.11,8.96,1.97,,11.16,0.13,0.01,0.01,,,,,,0.34874281204194385,0.12087044762656445,0.4071484947570188,0.101026045777427,0.02221219979704589,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8078508693314213,1.3270943736610668,0.3317735934152667,4.030133928571428,0.965893351800554,0.34874281204194385,3.134663280518855,1.8075689068577883
RR00152,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH0.7_growthLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_152,58,,0.7,,,,,growthlog_growth_rate,culture-growth-rate,IPL-GDGTs,,,100.01,21.41,11.45,37.83,11.78,3.34,,13.83,0.32,0.04,0.01,,,,,,0.24950471972963523,0.13343433166297633,0.44085770889173753,0.13728003729169094,0.038923202423959906,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8124795283327876,1.5826826710173638,0.39567066775434095,3.2113752122241084,0.948136645962733,0.24950471972963523,3.1559990699305187,1.573316398913155
RR00153,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH0.7_lateLog,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_153,58,,0.7,,,,,latelog_growth_rate,culture-growth-rate,IPL-GDGTs,,,100.00999999999999,19.77,14.14,42.23,10.81,1.98,,10.88,0.17,0.02,0.01,,,,,,0.22230968177218038,0.15900146182390645,0.4748678736084561,0.12155628022039808,0.022264702575059036,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7895206906817505,1.562464860002249,0.39061621500056226,3.9065679925994448,0.9713707345286292,0.22230968177218038,3.0515675659434853,1.4891027059412363
RR00154,Feyhl-Buska2016_Picrophilus torridus_culture-IPL-GDGT_T58_pH0.7_growthDeath,DSM 9790,Picrophilus torridus,24.0,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Picrophilus,,p__Candidatus Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Picrophilus,,Thermoacidophile,Picrophilaceae,Picrophilaceae,sequenced,,,RR_culture_154,58,,0.7,,,,,growthdeath_growth_rate,culture-growth-rate,IPL-GDGTs,,,100.02000000000001,7.39,9.73,38.42,16.08,5.58,,22.57,0.22,0.02,0.01,,,,,,0.09572538860103626,0.1260362694300518,0.4976683937823834,0.2082901554404145,0.07227979274611399,0.0,,Culture,Culture - Hot spring,Feyhl-Buska et al. (2016) Frontiers in Microbiology,Data from original source,Data from original source,No,No,Not reported,No,Yes,,,Feyhl-Buska et al. (2016),Jayme,https://doi.org/10.3389/fmicb.2016.01323,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8485131558461777,2.035362694300518,0.5088406735751295,2.389303482587065,0.9200687580575849,0.09572538860103626,3.3269604611366557,1.2915977668361376
RR00155,Varma2024_Nitrosopumilus piranesis D3C_culture_C-GDGT_T25_midExpo,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_155,25,,,,,,,mid-exponential phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,98.6,44.6,20.1,7.8,2.4,21.3,0.1,2.3,,,,,,,,,0.4631360332294912,0.20872274143302183,0.08099688473520249,0.024922118380062305,0.22118380062305298,0.001038421599169263,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.3388157894736842,1.334371754932503,0.33359293873312573,3.25,0.5860735009671181,0.4631360332294912,1.7102350242382272,0.3758632693057242
RR00156,Varma2024_Nitrosopumilus piranesis D3C_culture_C-GDGT_T30_midExpo,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_156,30,,,,,,,mid-exponential phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,98.8,34.3,19.2,10.4,2.9,26.1,0.1,5.8,,,,,,,,,0.36881720430107523,0.2064516129032258,0.11182795698924732,0.03118279569892473,0.2806451612903226,0.001075268817204301,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.411042944785276,1.6505376344086022,0.41263440860215056,3.586206896551724,0.5536626916524702,0.36881720430107523,1.8344318566750721,0.1838942222664699
RR00157,Varma2024_Nitrosopumilus piranesis D3C_culture_C-GDGT_T35_midExpo,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_157,35,,,,,,,mid-exponential phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,96.39999999999999,22.2,13.0,10.1,3.3,35.4,0.3,12.1,,,,,,,,,0.26334519572953735,0.1542111506524318,0.11981020166073547,0.03914590747330961,0.4199288256227758,0.0035587188612099642,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.5131086142322097,2.2052194543297747,0.5513048635824437,3.0606060606060606,0.4251207729468599,0.26334519572953735,2.0689974610388697,-0.136221993290905
RR00158,Varma2024_Nitrosopumilus piranesis D3C_culture_C-GDGT_T25_stationaryPhase,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_158,25,,,,,,,Stationary Phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,98.1,38.8,23.1,11.2,3.2,18.8,0.2,2.8,,,,,,,,,0.4071353620146904,0.242392444910808,0.11752360965372508,0.033578174186778595,0.19727177334732426,0.002098635886673662,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.3872679045092838,1.3756558237145855,0.3439139559286464,3.5,0.663716814159292,0.4071353620146904,1.7897254606730506,0.4140696369584651
RR00159,Varma2024_Nitrosopumilus piranesis D3C_culture_C-GDGT_T30_stationaryPhase,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_159,30,,,,,,,Stationary Phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,98.80000000000001,31.3,20.1,13.2,3.2,23.2,0.1,7.7,,,,,,,,,0.3435784851811196,0.22063666300768386,0.14489571899012071,0.03512623490669594,0.2546652030735455,0.0010976948408342481,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.4508196721311475,1.6388583973655322,0.40971459934138305,4.124999999999999,0.6103678929765887,0.3435784851811196,1.9176202633700619,0.2787618660045297
RR00160,Varma2024_Nitrosopumilus piranesis D3C_culture_C-GDGT_T35_stationaryPhase,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_160,35,,,,,,,Stationary Phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,87.3,14.3,10.8,12.3,4.3,28.7,0.6,16.3,,,,,,,,,0.20140845070422536,0.15211267605633805,0.17323943661971833,0.060563380281690136,0.4042253521126761,0.008450704225352112,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6142857142857143,2.330985915492958,0.5827464788732395,2.8604651162790704,0.48324514991181655,0.20140845070422536,2.369791836734694,0.03880592124173621
RR00161,Varma2024_Nitrosopumilus adriaticus NF5_culture_C-GDGT_T20_midExpo,NF5,Nitrosopumilus adriaticus NF5,5.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_161,20,,,,,,,mid-exponential phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,70.5,31.8,14.2,13.2,2.9,6.7,0.3,1.4,,,,,,,,,0.46020260492040527,0.20549927641099855,0.191027496382055,0.041968162083936326,0.09696092619392187,0.004341534008683068,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.5359477124183006,1.1186685962373373,0.2796671490593343,4.551724137931034,0.8123324396782842,0.46020260492040527,2.130956896919988,1.0122883006826506
RR00162,Varma2024_Nitrosopumilus adriaticus NF5_culture_C-GDGT_T25_midExpo,NF5,Nitrosopumilus adriaticus NF5,5.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_162,25,,,,,,,mid-exponential phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,55.89999999999999,24.9,8.7,9.1,2.9,7.8,0.2,2.3,,,,,,,,,0.4645522388059702,0.1623134328358209,0.1697761194029851,0.0541044776119403,0.1455223880597015,0.0037313432835820903,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.583732057416268,1.2611940298507462,0.31529850746268656,3.137931034482759,0.7212543554006969,0.4645522388059702,2.2717934571094984,1.0105994272587522
RR00163,Varma2024_Nitrosopumilus adriaticus NF5_culture_C-GDGT_T30_midExpo,NF5,Nitrosopumilus adriaticus NF5,5.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_163,30,,,,,,,mid-exponential phase,culture-temperature,Total GDGTs,Inferred total GDGTs from IPLs,,44.99999999999999,11.0,5.9,12.2,4.6,5.5,0.4,5.4,,,,,,,,,0.2777777777777778,0.14898989898989903,0.3080808080808081,0.11616161616161617,0.1388888888888889,0.010101010101010104,,Culture,Culture - AOA,Verma et al. (2024) Biogeosciences,Data from original source,Data from original source; Retrived from Table S3,No,No,Not reported,No,No,Pass,Pass,Varma et al. (2024),Devika,https://doi.org/10.5194/bg-21-4875-2024,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7445887445887447,1.7095959595959598,0.42739898989898994,2.6521739130434785,0.7937062937062939,0.2777777777777778,2.857315829913233,1.1477198703172733
