sampleID,sampleName,Strains,organism_reported_names,phyloT_order,GTDB_phylum,GTDB_class,GTDB_order,GTDB_family,GTDB_genus,GTDB_species,NCBI_phylum,NCBI_class,NCBI_order,NCBI_family,NCBI_genus,NCBI_species,organism_broadClass,organism_broadClass2,organism_broadClass3,organism_genomes_combined_WGS_PGS,isolate_from,geographic_location,sampleID_new,reported_Temp,reported_Salinity,reported_pH,reported_oxy_micromolar,reported_ammonium,reported_ionicStrength,reported_AOR_umol_NO2_l_d,reported_growthPhase_growthRate,experiment_setup,Broad Filtration Class,Lipid Extractions,Filter pore size,sum_reported_fractions,reported_1302,reported_1300,reported_1298,reported_1296,reported_1292,reported_1292_iso,reported_1294,reported_1290,reported_1288,reported_1286,reported_1292_iso2,reported_1294_iso,reported_1290_iso,reported_1288_iso,reported_1286_iso,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BITindex,dataType_level0,dataType_level1,Source,short_remark,full_remark,duplicate_Datasets,incomplete_GDGT_fractions,BIT_QC_above05,gdgt0Cren_QC_above07,MI_QC_above05,QC_Indices_check,detectionLimit_check,Source2,firstAuthor_firstName,DOI,Taxonomy data update,TEX86,ringIndex,scaledRI,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI
RR00044,Elling2017_culture_ThAOA_1G_P-GDGT_Nitrososphaera gargensis Ga9.2_46degC_pH7.8_stationaryPhase,Ga9.2,Candidatus Nitrososphaera gargensis Ga9.2,15.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,Terrestrial thermophile,Group 1.1b,Group 1.1b-Nitrososphaera,sequenced,,,RR_culture_044,46,,7.8,,,,,Stationary Phase,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 1G (Hexose),,49.07208435625402,1.5837492047947956,1.3507600050848956,1.518351413719652,1.2915565031548457,37.31933904850251,0.7055350096113729,5.302793171385942,,,,,,,,,0.036184026789593746,0.03086090655157515,0.034689878968032654,0.02950828007928451,0.8526375008194,0.016119406792113888,,Culture,Culture - ThAOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7224201242571522,3.6637931351715496,0.9159482837928874,1.1755981329588148,0.09862781717785497,0.036184026789593746,2.766414079615301,-0.8973790555562484
RR00045,Elling2017_culture_ThAOA_2G_P-GDGT_Nitrososphaera gargensis  Ga9.2_46degC_pH7.8_stationaryPhase,Ga9.2,Candidatus Nitrososphaera gargensis Ga9.2,15.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,Terrestrial thermophile,Group 1.1b,Group 1.1b-Nitrososphaera,sequenced,,,RR_culture_045,46,,7.8,,,,,Stationary Phase,culture-temperature,IPL-GDGTs,IPL-GDGT (reported); 2G (Dihexose),,19.375346238262296,0.0827366341639229,1.263320199757183,5.6848979614474,4.288925874943966,0.50322098997341,0.7470026612987849,6.805241916677628,,,,,,,,,0.006582016508952298,0.10050196620786046,0.45225543209578756,0.3412004996314364,0.0400331593994258,0.059426926156537496,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8945840507754905,2.4264546715175976,0.6066136678793994,1.3254829127867993,0.89988092906629,0.006582016508952298,3.5581019522571316,1.131647280739534
RR00046,Elling2017_culture_marineAOA_total_IPLs_Nitrosopumilus adriaticus NF5,NF5,Nitrosopumilus adriaticus NF5,5.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_046,30,,7.2,,,,,,culture-temperature,IPL-GDGTs,Total IPLs (calculated),,96.30872005206122,9.13617310466401,21.328141218393466,33.09816697309051,7.860736307417431,12.462341369750959,1.2013556460047992,11.221805432740059,,,,,,,,,0.10737459626476346,0.2506629992850906,0.38899244520936854,0.09238478492946141,0.14646601566771425,0.014119158643601828,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren - calculated from all IPL fractions,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6640623929770789,1.9481429417374763,0.48703573543436907,4.210568282497774,0.8200979115770858,0.10737459626476346,2.5427217784722447,0.5945788367347684
RR00047,Elling2017_culture_marineAOA_total_IPLs_Nitrosopumilus maritimus SCM1,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_047,28,,7.5,,,,,,culture-temperature,IPL-GDGTs,Total IPLs (calculated),,99.9956900160148,11.908720324912494,13.94060525045175,34.75690557006081,12.553608508551225,14.517149538264709,0.7339447003928785,11.584756123380942,,,,,,,,,0.1346973705692831,0.15767965156188946,0.3931290400378482,0.14199158357264174,0.16420083918460038,0.008301515073737147,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren - calculated from all IPL fractions,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7750973485511466,2.0599218993888613,0.5149804748472153,2.768678467739791,0.80064505943796,0.1346973705692831,2.987751028722596,0.9278291293337348
RR00048,Elling2017_culture_marineAOA_total_IPLs_Nitrosopumilus piranensis D3C,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_048,30,,7.2,,,,,,culture-temperature,IPL-GDGTs,Total IPLs (calculated),,99.8348757506008,6.2342634882376275,13.791118532258942,37.925157272847834,11.674232022531383,11.910740905799981,1.185293424172386,17.114070104752646,,,,,,,,,0.07536512053483042,0.16671886141078865,0.45847180738563487,0.14112812286321494,0.14398724495979076,0.01432884284574031,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren - calculated from all IPL fractions,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7864351929838073,2.1403111959938275,0.5350777989984569,3.2486211683690978,0.8287798878005718,0.07536512053483042,3.0377995397772155,0.897488343783388
RR00049,Elling2017_culture_marineAOA_total_IPLs_Strain NAOA2,NAOA2,Candidatus Nitrosopumilus sp. NAOA2,5.2,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_049,28,,7.5,,,,,,culture-temperature,IPL-GDGTs,Total IPLs (calculated),,99.88147831798572,5.712488373328843,8.885334527619802,42.86597707754962,17.731088660824316,8.523505366544159,1.4610322438479904,14.702052068270982,,,,,,,,,0.06706417998850954,0.10431315305612966,0.5032433178392438,0.20816163528553583,0.10006530616391307,0.01715240766666802,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren - calculated from all IPL fractions,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8747546571504393,2.2041555499135495,0.5510388874783874,2.4175603595203494,0.8743560796828046,0.06706417998850954,3.4568886718793523,1.2527331219658029
RR00050,Elling2017_culture_marineAOA_total_IPLs_Strain NAOA6,NAOA6,Candidatus Nitrosopumilus sp. NAOA6,7.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_050,28,,7.5,,,,,,culture-temperature,IPL-GDGTs,Total IPLs (calculated),,99.97138784955683,15.953064509272505,18.22434898844709,35.101049214147764,11.97509077902811,9.594435863540356,0.4807759731030594,8.64262252201794,,,,,,,,,0.17467732594499538,0.19954664801487026,0.38433727958833513,0.13112069057411413,0.10505382208038337,0.005264233797301629,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren - calculated from all IPL fractions,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7229553277671081,1.8028555024246231,0.4507138756061558,2.9311718684938888,0.8663334240707741,0.17467732594499538,2.7685702253628577,0.9657147229382346
RR00051,Elling2017_culture_ThAOA_total_IPLs_Nitrososphaera gargensis Ga9.2_46degC_pH7.8_stationaryPhase,Ga9.2,Candidatus Nitrososphaera gargensis Ga9.2,15.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,Terrestrial thermophile,Group 1.1b,Group 1.1b-Nitrososphaera,sequenced,,,RR_culture_051,46,,7.8,,,,,Stationary Phase,culture-temperature,IPL-GDGTs,Total IPLs (calculated),,97.65658496316274,1.7400360685139997,1.5114455968105385,1.6552273767865895,1.4536061041155128,69.34883742722369,1.4765103867273395,20.47092200298508,,,,,,,,,0.022543513934857762,0.019581947460765314,0.021444751697482594,0.018832592069144637,0.8984678600610423,0.019129334776707356,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren - calculated from all IPL fractions,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7520915548050056,3.789358006414163,0.9473395016035407,1.1387042006085677,0.061239852700106026,0.022543513934857762,2.888819969406061,-0.900538037008102
RR00052,Elling2017_culture_marineAOA_totalGDGTs_Nitrosopumilus adriaticus,NF5,Nitrosopumilus adriaticus NF5,5.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus adriaticus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_052,30,,7.2,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolysed TLEs),,67.6470884185261,11.193468142746896,5.586973666264602,7.209025294913383,10.335349071165508,21.273420050215087,2.3330188778149386,9.71583331540568,,,,,,,,,0.19321984519102833,0.09644144005372439,0.12444103415472307,0.17840713191468216,0.36721835237899436,0.04027219630684771,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7805964041448128,2.5105070988505855,0.6276267747126464,0.6975115446294672,0.4949174861863984,0.19321984519102833,3.0119188460723496,0.5014117472217641
RR00053,Elling2017_culture_marineAOA_totalGDGTs_Nitrosopumilus maritimus,SCM1,Nitrosopumilus maritimus SCM1,7.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus maritimus,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,a tropical marine fish tank at the Seattle Aquarium in Seattle,Washington,RR_culture_053,28,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolysed TLEs),,90.94155111660152,8.00289041732267,7.853481766492784,28.518092651960448,8.019316520434696,32.729903390764704,0.6473511926668291,5.170515176959388,,,,,,,,,0.09330527875347544,0.09156333114618496,0.33249094335328877,0.09349678982632276,0.38159622338940896,0.007547433531319082,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8256263700622883,2.5936102150146425,0.6484025537536606,3.556174965695779,0.5708107174311845,0.09330527875347544,3.2173752528202435,0.623765037805601
RR00054,Elling2017_culture_marineAOA_totalGDGTs_Nitrosopumilus piranensis D3C,D3C,Nitrosopumilus piranensis D3C,8.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,s_Nirosopumilus piranensis,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,sequenced,coastal surface water,North Adriatic Sea,RR_culture_054,30,,7.2,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolysed TLEs),,82.82979998989254,7.711049216326671,6.833308696087968,18.903413929652064,9.617271667166015,19.32132374708816,1.6902165836612855,18.753216149910365,,,,,,,,,0.12034114108803616,0.10664283715799713,0.2950128236683057,0.1500902684073036,0.3015348601501465,0.026378069528210916,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8155363946378342,2.458591008429949,0.6146477521074872,1.9655692990549012,0.6272271615794927,0.12034114108803616,3.1701676845787397,0.7115766761487907
RR00055,Elling2017_culture_marineAOA_totalGDGTs_Strain NAOA2,NAOA2,Candidatus Nitrosopumilus sp. NAOA2,5.2,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_055,28,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolysed TLEs),,78.67294687619817,8.330973713375196,5.635031447881973,18.329009768550595,16.47532771561833,19.052773319079975,1.7998170440265242,9.050013867665575,,,,,,,,,0.1196584710436459,0.08093642718544154,0.2632610976946963,0.23663650759440438,0.2736565740019165,0.02585092247989536,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8665923284820538,2.5153981312852953,0.6288495328213238,1.1125126058145116,0.6597826109181986,0.1196584710436459,3.415985022831525,0.9005868915462298
RR00056,Elling2017_culture_marineAOA_totalGDGTs_Strain NAOA6,NAOA6,Candidatus Nitrosopumilus sp. NAOA6,7.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Nitrosopumilus,,Marine mesophile,Group 1.1a,Group 1.1a-Nitrosopumilus,not_sequenced,South Atlantic surface water,South Atlantic; Benguela upwelling system,RR_culture_056,28,,7.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolysed TLEs),,84.87722280654869,10.821453502048053,8.360652582809072,19.025379805967045,18.04419741398638,19.388328122389577,1.1879325299731223,8.04927884937543,,,,,,,,,0.1408530925685104,0.10882306817255984,0.24763619623313746,0.2348650306722367,0.2523603668633557,0.015462245490199762,,Culture,Culture - AOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,Yes,Fail,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.8206567534100724,2.379981002069767,0.5949952505174417,1.0543766158987005,0.6882691306493327,0.1408530925685104,3.1940396228405445,0.8140586207707776
RR00057,Elling2017_culture_ThAOA_totalGDGTs_Nitrosocaldus yellowstonii,HL72,Candidatus Nitrosocaldus yellowstonensis HL72,25.1,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosocaldaceae,g__Nitrosocaldus,,p__Nitrososphaerota,c__Nitrososphaeria,o__Candidatus Nitrosocaldales,f__Candidatus Nitrosocaldaceae,g__Candidatus Nitrosocaldus,,Terrestrial thermophile,HWCG-III,HWCG-III-Nitrosocaldus,not_sequenced,,,RR_culture_057,72,,7.0,,,,,,culture-temperature,Total GDGTs,Total GDGTs (Hydrolysed TLEs),,18.779393996793953,3.036202822209419,0.9314644645888664,0.3888923065156474,0.20622715491158491,12.844628445257658,0.8795791055863693,0.4923996977244079,,,,,,,,,0.1660307195679447,0.0509358973571868,0.021266059372886364,0.011277258117922523,0.7023914501855126,0.048098615398547095,,Culture,Culture - ThAOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.6128838934207523,3.129260052792966,0.7823150131982415,1.8857473288732316,0.10009866886793181,0.1660307195679447,2.3651599358904267,-0.7641001169025392
RR00058,Elling2017_culture_ThAOA_totalGDGTs_Nitrososphaera gargensis Ga9.2_35degC_pH7.8_stationaryPhase,Ga9.2,Candidatus Nitrososphaera gargensis Ga9.2,15.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,Terrestrial thermophile,Group 1.1b,Group 1.1b-Nitrososphaera,sequenced,,,RR_culture_058,35,,7.8,,,,,Stationary Phase,culture-temperature,Total GDGTs,Total GDGTs (Hydrolysed TLEs),,89.27597571127208,2.737898306064797,2.901782330014071,3.4370446629403,3.7858467010016423,45.11700179353715,26.410419082217214,4.885982835496909,,,,,,,,,0.0324434001327038,0.03438538422779096,0.04072810703989206,0.044861322675717394,0.5346250219495912,0.31295676397430455,,Culture,Culture - ThAOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.9205754766303343,3.64075271003031,0.9101881775075775,0.9078668351866815,0.12399772164218134,0.0324434001327038,3.6947214541295574,0.053968744099247346
RR00059,Elling2017_culture_ThAOA_totalGDGTs_Nitrososphaera gargensis Ga9.2_46degC_pH7.8_stationaryPhase,Ga9.2,Candidatus Nitrososphaera gargensis Ga9.2,15.0,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,p__Nitrososphaerota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,,Terrestrial thermophile,Group 1.1b,Group 1.1b-Nitrososphaera,sequenced,,,RR_culture_059,46,,7.8,,,,,Stationary Phase,culture-temperature,Total GDGTs,Total GDGTs (Hydrolysed TLEs),,93.88915130036166,1.2145375847743916,1.0502700919753882,0.2676146316514053,0.8949832022032623,57.30172259056597,28.962129373726874,4.197893825464356,,,,,,,,,0.013541315162342497,0.011709837965749748,0.002983731516154794,0.009978488733461556,0.6388774581135015,0.3229091685087899,,Culture,Culture - ThAOA,Elling et al. (2017) Environmnental Microbiology,Data from original source,Data from original source; assumed GDGT-5 as Cren,No,No,Not reported; Assumed no brGDGTs (Cultures),No,No,Pass,Pass,Elling et al. (2017),Felix,https://doi.org/10.1111/1462-2920.13759,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.9663104993439625,3.8947592736876095,0.9736898184219024,0.2990163737068962,0.02501073648049072,0.013541315162342497,3.9460107728978446,0.051251499210235085
RR00061,Pearson2008_027_Pure Cultures-Acidilobus saccharovorans 345-15_T82_pH3.5,345-15,Acidilobus saccharovorans 345-15,21.0,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__Acidilobus,s_Acidilobus saccharovorans,p__Thermoproteota,c__Thermoprotei,o__Acidilobales,f__Acidilobaceae,g__Acidilobus,s_Acidilobus saccharovorans,Terrestrial thermoacidophile,Acidilobaceae,Acidilobaceae,sequenced,mixture of water and mud from an acidic terrestrial hot pool,"Katchatka, Orange Thermal Field",RR_culture_061,82,,3.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.14,0.54,,,0.27,0.02,0.02,,,0.0,0.0,0.0,1.0,0.0,0.0,,Culture,Culture - Hot spring,Pearson et al. (2008) Applied and Environmental Microbiology,Data from original source,Data from original source,No,No,Not reported; assumed low (discussed in text),,Yes,,Fail,Pearson et al. (2008),Ann,https://doi.org/10.1128/AEM.02450-07,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",1.0,3.0,0.75,0.0,1.0,0.0,4.14,1.1399999999999997
RR00062,Pearson2008_028_Pure Cultures-Metallosphaera sedula DSM 5348_T75_[H4.5,DSM 5348,Metallosphaera sedula DSM 5348,18.0,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,,p__Thermoproteota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,,Terrestrial thermoacidophile,Sulfolobaceae,Sulfolobaceae,sequenced,,,RR_culture_062,75,,4.5,,,,,,culture-temperature,Total GDGTs,Total GDGTs; Acid hydrolyzed TLEs (CLs + cleaved IPLs),,1.0,0.07,0.15,0.23,0.25,0.0,0.0,0.26,0.0,,,0.04,0.0,0.0,,,0.10000000000000002,0.2142857142857143,0.3285714285714286,0.35714285714285715,0.0,0.0,,Culture,Culture - Hot spring,Pearson et al. (2008) Applied and Environmental Microbiology,Data from original source,Data from original source,No,No,Not reported; assumed low (discussed in text),Yes,Yes,Fail,Fail,Pearson et al. (2008),Ann,https://doi.org/10.1128/AEM.02450-07,"GTDB Release 214.1; NCBI (retrieved from February 21, 2024)",0.7619047619047618,1.942857142857143,0.48571428571428577,0.9200000000000002,1.0,0.10000000000000002,2.930589569160997,0.9877324263038538
